# update: 2020-01-24 09:47:38 CST,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# place|confirmed_cases|deaths|notes|sources,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hunan|277|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anhui|200|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chongqing|165|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiangxi|162|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shandong|145|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sichuan|142|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiangsu|129|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beijing|114|1|待明确地区：确诊3 死亡 1|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanghai|101|1|治愈数据统一归属上海市公卫临床中心，暂无具体分区|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fujian|101|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangxi|78|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yunnan|70|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hebei|65|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaanxi|63|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hainan|46|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heilongjiang|43|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liaoning|41|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanxi|35|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tianjin|28|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gansu|26|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inner Mongolia|18|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ningxia|17|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jilin|14|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xinjiang|14|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guizhou|12|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong|10|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan|8|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macau|7|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qinghai|6|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tibet|1|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHINA TOTAL|7741|170||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# update: 2020-01-30 13:11:07 CST,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# place|confirmed_cases|deaths|notes|sources,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hubei|4586|162|待明确地区：治愈 30|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhejiang|428|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangdong|311|0|待明确地区治愈 1 例|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henan|278|2|待明确地区：治愈 2|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hunan|277|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anhui|200|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chongqing|165|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiangxi|162|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shandong|145|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sichuan|142|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiangsu|129|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beijing|114|1|待明确地区：确诊3 死亡 1|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanghai|101|1|治愈数据统一归属上海市公卫临床中心，暂无具体分区|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fujian|101|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangxi|78|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yunnan|70|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hebei|65|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaanxi|63|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hainan|46|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heilongjiang|43|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liaoning|41|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanxi|35|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tianjin|29|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gansu|26|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inner Mongolia|18|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ningxia|17|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jilin|14|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xinjiang|14|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guizhou|12|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong|10|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan|8|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macau|7|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qinghai|6|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tibet|1|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHINA TOTAL|7742|170||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# update: 2020-01-30 15:12:06 CST,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# place|confirmed_cases|deaths|notes|sources,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hubei|4586|162|待明确地区：治愈 30|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhejiang|428|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangdong|311|0|待明确地区治愈 1 例|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henan|278|2|待明确地区：治愈 2|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hunan|277|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anhui|200|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chongqing|165|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiangxi|162|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shandong|145|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sichuan|142|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiangsu|129|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beijing|114|1|待明确地区：确诊3 死亡 1|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanghai|112|1|治愈数据统一归属上海市公卫临床中心，暂无具体分区|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fujian|101|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangxi|78|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yunnan|70|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hebei|65|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaanxi|63|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hainan|46|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heilongjiang|43|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liaoning|41|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanxi|35|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tianjin|29|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gansu|26|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inner Mongolia|18|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ningxia|17|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jilin|14|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xinjiang|14|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guizhou|12|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong|10|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan|8|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macau|7|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qinghai|6|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tibet|1|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHINA TOTAL|7753|170||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# update: 2020-01-30 15:37:45 CST,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# place|confirmed_cases|deaths|notes|sources,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hubei|4586|162|待明确地区：治愈 30|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhejiang|428|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangdong|311|0|待明确地区治愈 1 例|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henan|278|2|待明确地区：治愈 2|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hunan|277|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anhui|200|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chongqing|165|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiangxi|162|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shandong|158|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sichuan|142|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiangsu|129|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beijing|114|1|待明确地区：确诊3 死亡 1|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanghai|112|1|治愈数据统一归属上海市公卫临床中心，暂无具体分区|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fujian|101|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangxi|78|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yunnan|70|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hebei|65|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaanxi|63|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hainan|46|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heilongjiang|43|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liaoning|41|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanxi|35|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tianjin|29|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gansu|26|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inner Mongolia|18|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ningxia|17|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jilin|14|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xinjiang|14|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guizhou|12|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong|10|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan|8|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macau|7|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qinghai|6|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tibet|1|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHINA TOTAL|7766|170||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# update: 2020-01-30 16:20:12 CST,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# place|confirmed_cases|deaths|notes|sources,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hubei|4586|162|待明确地区：治愈 30|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhejiang|428|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangdong|311|0|待明确地区治愈 1 例|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henan|278|2|待明确地区：治愈 2|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hunan|277|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anhui|200|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chongqing|182|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiangxi|162|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shandong|158|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sichuan|142|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiangsu|129|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beijing|114|1|待明确地区：确诊3 死亡 1|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanghai|112|1|治愈数据统一归属上海市公卫临床中心，暂无具体分区|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fujian|101|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangxi|78|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yunnan|70|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hebei|65|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaanxi|63|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hainan|46|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heilongjiang|43|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liaoning|41|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanxi|35|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tianjin|29|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gansu|26|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inner Mongolia|18|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ningxia|17|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jilin|14|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xinjiang|14|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guizhou|12|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong|10|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan|8|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macau|7|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qinghai|6|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tibet|1|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHINA TOTAL|7783|170||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# update: 2020-01-30 16:35:03 CST,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# place|confirmed_cases|deaths|notes|sources,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hubei|4586|162|待明确地区：治愈 30|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhejiang|428|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangdong|354|0|待明确地区治愈 2 例|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henan|278|2|待明确地区：治愈 2|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hunan|277|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anhui|200|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chongqing|182|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiangxi|162|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shandong|158|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sichuan|142|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiangsu|129|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beijing|114|1|待明确地区：确诊3 死亡 1|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanghai|112|1|治愈数据统一归属上海市公卫临床中心，暂无具体分区|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fujian|101|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangxi|78|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yunnan|70|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hebei|65|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaanxi|63|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hainan|46|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heilongjiang|43|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liaoning|41|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanxi|35|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tianjin|29|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gansu|26|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inner Mongolia|18|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ningxia|17|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jilin|14|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xinjiang|14|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guizhou|12|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong|10|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan|8|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macau|7|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qinghai|6|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tibet|1|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHINA TOTAL|7826|170||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# update: 2020-01-30 17:59:51 CST,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# place|confirmed_cases|deaths|notes|sources,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hubei|4586|162|待明确地区：治愈 30|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhejiang|428|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangdong|354|0|待明确地区治愈 2 例|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henan|278|2|待明确地区：治愈 2|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hunan|277|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anhui|200|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chongqing|182|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiangxi|162|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shandong|158|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sichuan|142|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiangsu|129|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beijing|114|1|待明确地区：确诊3 死亡 1|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanghai|112|1|治愈数据统一归属上海市公卫临床中心，暂无具体分区|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fujian|101|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangxi|78|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yunnan|70|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hebei|65|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaanxi|63|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hainan|46|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heilongjiang|43|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liaoning|41|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanxi|35|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tianjin|29|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gansu|26|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inner Mongolia|18|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ningxia|17|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jilin|14|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xinjiang|14|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guizhou|12|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong|10|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan|9|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macau|7|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qinghai|6|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tibet|1|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHINA TOTAL|7827|170||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# update: 2020-01-30 18:22:04 CST,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# place|confirmed_cases|deaths|notes|sources,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hubei|4586|162|待明确地区：治愈 30|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhejiang|428|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangdong|354|0|待明确地区治愈 2 例|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henan|278|2|待明确地区：治愈 2|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hunan|277|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anhui|200|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chongqing|182|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiangxi|162|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shandong|158|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sichuan|142|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiangsu|129|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beijing|114|1|待明确地区：确诊3 死亡 1|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanghai|112|1|治愈数据统一归属上海市公卫临床中心，暂无具体分区|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fujian|101|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangxi|78|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yunnan|70|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hebei|65|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaanxi|63|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hainan|46|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heilongjiang|43|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liaoning|41|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanxi|35|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tianjin|30|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gansu|26|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inner Mongolia|18|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ningxia|17|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jilin|14|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xinjiang|14|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guizhou|12|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong|10|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan|9|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macau|7|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qinghai|6|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tibet|1|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHINA TOTAL|7828|170||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# update: 2020-01-30 19:23:54 CST,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# place|confirmed_cases|deaths|notes|sources,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hubei|4586|162|待明确地区：治愈 30|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhejiang|428|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangdong|354|0|待明确地区治愈 2 例|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henan|278|2|待明确地区：治愈 2|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hunan|277|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anhui|200|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chongqing|182|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiangxi|162|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shandong|158|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sichuan|142|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiangsu|129|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beijing|114|1|待明确地区：确诊3 死亡 1|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanghai|112|1|治愈数据统一归属上海市公卫临床中心，暂无具体分区|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fujian|101|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangxi|78|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yunnan|70|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hebei|65|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaanxi|63|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hainan|46|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heilongjiang|43|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liaoning|41|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanxi|35|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tianjin|30|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gansu|26|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inner Mongolia|18|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ningxia|17|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jilin|14|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xinjiang|14|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guizhou|12|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong|10|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan|9|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qinghai|8|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macau|7|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tibet|1|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHINA TOTAL|7830|170||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# update: 2020-01-30 22:22:28 CST,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# place|confirmed_cases|deaths|notes|sources,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hubei|4903|162|待明确地区：治愈 30|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhejiang|428|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangdong|354|0|待明确地区治愈 2 例|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
