# source: DXY @ https://3g.dxy.cn/newh5/view/pneumonia
# update: 2020-01-22 03:28:10 CST
# place|confirmed_cases|deaths|notes|sources
Fujian|159|0||
Guangxi|127|0||
Shaanxi|116|0||
Hebei|113|1||
Yunnan|105|0||
Heilongjiang|95|2||
Hainan|71|1||
Liaoning|70|0||
Shanxi|66|0||
Gansu|51|0||
Tianjin|48|0|待明确地区 : 治愈 1|
Guizhou|46|0||
Jilin|31|0||
Ningxia|28|0||
Inner Mongolia|27|0||
Xinjiang|24|0||
Hong Kong|15|0||
Qinghai|11|0|待明确地区：确诊 2|
Taiwan|10|0||
Macau|8|0||
Tibet|1|0||
CHINA TOTAL|16917|361||
# update: 2020-02-03 09:31:21 CST
# place|confirmed_cases|deaths|notes|sources
Hubei|11177|350|待明确地区：治愈 1|
Zhejiang|724|0||
Guangdong|683|0||
Henan|566|2|待明确地区：治愈 6|
Hunan|521|0||
Anhui|408|0||
Jiangxi|391|0||
Chongqing|300|2||
Jiangsu|271|0||
Sichuan|254|1|待明确地区：治愈 1|
Shandong|246|0||
Shanghai|193|1|治愈数据统一归属上海市公卫临床中心，暂无具体分区|
Beijing|191|1|待明确地区：死亡 1，治愈 5|
Fujian|159|0||
Guangxi|127|0||
Shaanxi|116|0||
Hebei|113|1||
Yunnan|105|0||
Heilongjiang|95|2||
Hainan|71|1||
Liaoning|70|0||
Shanxi|66|0||
Gansu|51|0||
Tianjin|48|0|待明确地区 : 治愈 1|
Guizhou|46|0||
Jilin|31|0||
Ningxia|28|0||
Inner Mongolia|27|0||
Xinjiang|24|0||
Hong Kong|15|0||
Qinghai|11|0|待明确地区：确诊 2|
Taiwan|10|0||
Macau|8|0||
Tibet|1|0||
CHINA TOTAL|17147|361||
# update: 2020-02-03 09:41:35 CST
# place|confirmed_cases|deaths|notes|sources
Hubei|11177|350|待明确地区：治愈 1|
Zhejiang|724|0||
Guangdong|683|0||
Henan|566|2|待明确地区：治愈 6|
Hunan|521|0||
Anhui|408|0||
Jiangxi|391|0||
Chongqing|300|2||
Jiangsu|271|0||
Sichuan|254|1|待明确地区：治愈 1|
Shandong|246|0||
Shanghai|193|1|治愈数据统一归属上海市公卫临床中心，暂无具体分区|
Beijing|191|1|待明确地区：死亡 1，治愈 5|
Fujian|159|0||
Guangxi|127|0||
Heilongjiang|118|2||
Shaanxi|116|0||
Hebei|113|1||
Yunnan|105|0||
Hainan|71|1||
Liaoning|70|0||
Shanxi|66|0||
Gansu|51|0||
Tianjin|48|0|待明确地区 : 治愈 1|
Guizhou|46|0||
Jilin|31|0||
Ningxia|28|0||
Inner Mongolia|27|0||
Xinjiang|24|0||
Hong Kong|15|0||
Qinghai|11|0|待明确地区：确诊 2|
Taiwan|10|0||
Macau|8|0||
Tibet|1|0||
CHINA TOTAL|17170|361||
# update: 2020-02-03 10:31:39 CST
# place|confirmed_cases|deaths|notes|sources
Hubei|11177|350|待明确地区：治愈 1|
Zhejiang|724|0||
Guangdong|683|0||
Henan|566|2|待明确地区：治愈 6|
Hunan|521|0||
Anhui|408|0||
Jiangxi|391|0||
Chongqing|300|2||
Jiangsu|271|0||
Sichuan|254|1|待明确地区：治愈 1|
Shandong|246|0||
Shanghai|193|1|治愈数据统一归属上海市公卫临床中心，暂无具体分区|
Beijing|191|1|待明确地区：死亡 1，治愈 5|
Fujian|159|0||
Shaanxi|128|0||
Guangxi|127|0||
Heilongjiang|118|2||
Hebei|113|1||
Yunnan|105|0||
Hainan|70|1||
Liaoning|70|0||
Shanxi|66|0||
Gansu|51|0||
Tianjin|48|0|待明确地区 : 治愈 1|
Guizhou|46|0||
Ningxia|31|0||
Jilin|31|0||
Inner Mongolia|27|0||
Xinjiang|24|0||
Hong Kong|15|0||
Qinghai|11|0|待明确地区：确诊 2|
Taiwan|10|0||
Macau|8|0||
Tibet|1|0||
CHINA TOTAL|17184|361||
# update: 2020-02-03 10:39:43 CST
# place|confirmed_cases|deaths|notes|sources
Hubei|11177|350|待明确地区：治愈 1|
Zhejiang|724|0||
Guangdong|683|0||
Henan|566|2|待明确地区：治愈 6|
Hunan|521|0||
Anhui|408|0||
Jiangxi|391|0||
Chongqing|300|2||
Jiangsu|271|0||
Sichuan|254|1|待明确地区：治愈 1|
Shandong|246|0||
Shanghai|193|1|治愈数据统一归属上海市公卫临床中心，暂无具体分区|
Beijing|191|1|待明确地区：死亡 1，治愈 5|
Fujian|159|0||
Shaanxi|128|0||
Guangxi|127|0||
Heilongjiang|118|2||
Hebei|113|1||
Yunnan|105|0||
Hainan|71|1||
Liaoning|70|0||
Shanxi|66|0||
Gansu|51|0||
Tianjin|48|0|待明确地区 : 治愈 1|
Guizhou|46|0||
Ningxia|31|0||
Jilin|31|0||
Inner Mongolia|27|0||
Xinjiang|24|0||
Hong Kong|15|0||
Qinghai|13|0||
Taiwan|10|0||
Macau|8|0||
Tibet|1|0||
CHINA TOTAL|17187|361||
# update: 2020-02-03 10:56:10 CST
# place|confirmed_cases|deaths|notes|sources
Hubei|11177|350|待明确地区：治愈 1|
Zhejiang|724|0||
Guangdong|683|0||
Henan|566|2|待明确地区：治愈 6|
Hunan|521|0||
Anhui|408|0||
Jiangxi|391|0||
Chongqing|300|2||
Jiangsu|271|0||
Sichuan|254|1|待明确地区：治愈 1|
Shandong|246|0||
Shanghai|193|1|治愈数据统一归属上海市公卫临床中心，暂无具体分区|
Beijing|191|1|待明确地区：死亡 1，治愈 5|
Fujian|159|0||
Shaanxi|128|0||
Guangxi|127|0||
Heilongjiang|118|2||
Hebei|113|1||
Yunnan|105|0||
Hainan|71|1||
Liaoning|70|0||
Shanxi|66|0||
Tianjin|54|0|待明确地区 : 治愈 1|
Gansu|51|0||
Guizhou|46|0||
Inner Mongolia|34|0||
Ningxia|31|0||
Jilin|31|0||
Xinjiang|24|0||
Hong Kong|15|0||
Qinghai|13|0||
Taiwan|10|0||
Macau|8|0||
Tibet|1|0||
CHINA TOTAL|17200|361||
# update: 2020-02-03 11:19:19 CST
# place|confirmed_cases|deaths|notes|sources
Hubei|11177|350|待明确地区：治愈 1|
Zhejiang|724|0||
Guangdong|683|0||
Henan|566|2|待明确地区：治愈 6|
Hunan|521|0||
Anhui|408|0||
Jiangxi|391|0||
Chongqing|300|2||
Jiangsu|271|0||
Sichuan|254|1|待明确地区：治愈 1|
Shandong|246|0||
Shanghai|193|1|治愈数据统一归属上海市公卫临床中心，暂无具体分区|
Beijing|191|1|待明确地区：死亡 1，治愈 5|
Fujian|179|0||
Shaanxi|128|0||
Guangxi|127|0||
Heilongjiang|118|2||
Hebei|113|1||
Yunnan|105|0||
Hainan|71|1||
Liaoning|70|0||
Shanxi|66|0||
Tianjin|54|0|待明确地区 : 治愈 1|
Gansu|51|0||
Guizhou|46|0||
Inner Mongolia|34|0||
Ningxia|31|0||
Jilin|31|0||
Xinjiang|24|0||
Hong Kong|15|0||
Qinghai|13|0||
Taiwan|10|0||
Macau|8|0||
Tibet|1|0||
CHINA TOTAL|17220|361||
# update: 2020-02-03 11:56:48 CST
# place|confirmed_cases|deaths|notes|sources
Hubei|11177|350|待明确地区：治愈 1|
Zhejiang|724|0||
Guangdong|683|0||
Henan|566|2|待明确地区：治愈 6|
Hunan|521|0||
Anhui|408|0||
Jiangxi|391|0||
Chongqing|300|2||
Jiangsu|271|0||
Sichuan|254|1|待明确地区：治愈 1|
Shandong|246|0||
Shanghai|193|1|治愈数据统一归属上海市公卫临床中心，暂无具体分区|
Beijing|191|1|待明确地区：死亡 1，治愈 5|
Fujian|179|0||
Shaanxi|128|0||
Guangxi|127|0||
Heilongjiang|118|2||
Hebei|113|1||
Yunnan|105|0||
Liaoning|73|0||
Hainan|71|1||
Shanxi|66|0||
Tianjin|54|0|待明确地区 : 治愈 1|
Gansu|51|0||
Guizhou|46|0||
Inner Mongolia|34|0||
Ningxia|31|0||
Jilin|31|0||
Xinjiang|24|0||
Hong Kong|15|0||
Qinghai|13|0||
Taiwan|10|0||
Macau|8|0||
Tibet|1|0||
CHINA TOTAL|17223|361||
# update: 2020-02-03 13:17:06 CST
# place|confirmed_cases|deaths|notes|sources
Hubei|11177|350|待明确地区：治愈 1|
Zhejiang|724|0||
Guangdong|683|0||
Henan|566|2|待明确地区：治愈 6|
Hunan|521|0||
Anhui|408|0||
Jiangxi|391|0||
Chongqing|300|2||
Jiangsu|271|0||
Sichuan|254|1|待明确地区：治愈 1|
Shandong|246|0||
Shanghai|193|1|治愈数据统一归属上海市公卫临床中心，暂无具体分区|
Beijing|191|1|待明确地区：死亡 1，治愈 5|
Fujian|179|0||
Shaanxi|128|0||
Guangxi|127|0||
Heilongjiang|118|2||
Hebei|113|1||
Yunnan|105|0||
Liaoning|73|0||
Hainan|71|1||
Shanxi|66|0||
Tianjin|56|0|待明确地区 : 治愈 1|
Gansu|51|0||
Guizhou|46|0||
Inner Mongolia|34|0||
Ningxia|31|0||
Jilin|31|0||
Xinjiang|24|0||
Hong Kong|15|0||
Qinghai|13|0||
Taiwan|10|0||
Macau|8|0||
Tibet|1|0||
CHINA TOTAL|17225|361||
# update: 2020-02-03 13:52:13 CST
# place|confirmed_cases|deaths|notes|sources
Hubei|11177|350|待明确地区：治愈 1|
Zhejiang|724|0||
Guangdong|683|0||
Henan|566|2|待明确地区：治愈 6|
Hunan|521|0||
Anhui|408|0||
Jiangxi|391|0||
Chongqing|300|2||
Jiangsu|271|0||
Sichuan|254|1|待明确地区：治愈 1|
Shandong|246|0||
Shanghai|193|1|治愈数据统一归属上海市公卫临床中心，暂无具体分区|
Beijing|191|1|待明确地区：死亡 1，治愈 5|
Fujian|179|0||
Shaanxi|128|0||
Guangxi|127|0||
Heilongjiang|118|2||
Hebei|113|1||
Yunnan|105|0||
Liaoning|73|0||
Hainan|71|1||
Shanxi|66|0||
Tianjin|54|0|待明确地区 : 治愈 1|
Gansu|51|0||
Guizhou|46|0||
Inner Mongolia|34|0||
Ningxia|31|0||
Jilin|31|0||
Xinjiang|24|0||
Hong Kong|15|0||
Qinghai|13|0||
Taiwan|10|0||
Macau|8|0||
Tibet|1|0||
CHINA TOTAL|17223|361||
# update: 2020-02-03 14:04:16 CST
# place|confirmed_cases|deaths|notes|sources
Hubei|11177|350|待明确地区：治愈 1|
Zhejiang|724|0||
Guangdong|683|0||
Henan|566|2|待明确地区：治愈 6|
Hunan|521|0||
Anhui|408|0||
Jiangxi|391|0||
Chongqing|300|2||
Jiangsu|271|0||
Sichuan|254|1|待明确地区：治愈 1|
Shandong|246|0||
Shanghai|193|1|治愈数据统一归属上海市公卫临床中心，暂无具体分区|
Beijing|191|1|待明确地区：死亡 1，治愈 5|
Fujian|179|0||
Shaanxi|128|0||
Guangxi|127|0||
Heilongjiang|118|2||
Hebei|113|1||
Yunnan|105|0||
Liaoning|73|0||
Hainan|71|1||
Shanxi|66|0||
Tianjin|56|0|待明确地区 : 治愈 1|
Gansu|51|0||
Guizhou|46|0||
Inner Mongolia|34|0||
Ningxia|31|0||
Jilin|31|0||
Xinjiang|24|0||
Hong Kong|15|0||
Qinghai|13|0||
Taiwan|10|0||
Macau|8|0||
Tibet|1|0||
CHINA TOTAL|17225|361||
# update: 2020-02-03 14:10:37 CST
# place|confirmed_cases|deaths|notes|sources
Hubei|11177|350|待明确地区：治愈 1|
Zhejiang|724|0||
Guangdong|683|0||
Henan|566|2|待明确地区：治愈 6|
Hunan|521|0||
Anhui|408|0||
Jiangxi|391|0||
Chongqing|300|2||
Jiangsu|271|0||
Sichuan|254|1|待明确地区：治愈 1|
Shandong|246|0||
Shanghai|193|1|治愈数据统一归属上海市公卫临床中心，暂无具体分区|
Beijing|191|1|待明确地区：死亡 1，治愈 5|
Fujian|179|0||
Shaanxi|128|0||
Guangxi|127|0||
Heilongjiang|118|2||
Hebei|113|1||
Yunnan|109|0||
Liaoning|73|0||
Hainan|71|1||
Shanxi|66|0||
Tianjin|56|0|待明确地区 : 治愈 1|
Gansu|51|0||
Guizhou|46|0||
Inner Mongolia|34|0||
Ningxia|31|0||
Jilin|31|0||
Xinjiang|24|0||
Hong Kong|15|0||
Qinghai|13|0||
Taiwan|10|0||
Macau|8|0||
Tibet|1|0||
CHINA TOTAL|17229|361||
# update: 2020-02-03 14:28:33 CST
# place|confirmed_cases|deaths|notes|sources
Hubei|11177|350|待明确地区：治愈 1|
Zhejiang|724|0||
Guangdong|683|0||
Henan|566|2|待明确地区：治愈 6|
Hunan|521|0||
Anhui|408|0||
Jiangxi|391|0||
Chongqing|300|2||
Jiangsu|271|0||
Sichuan|254|1|待明确地区：治愈 1|
Shandong|246|0||
Shanghai|203|1|治愈数据统一归属上海市公卫临床中心，暂无具体分区|
Beijing|191|1|待明确地区：死亡 1，治愈 5|
Fujian|179|0||
Shaanxi|128|0||
Guangxi|127|0||
Heilongjiang|118|2||
Hebei|113|1||
Yunnan|109|0||
Liaoning|73|0||
Hainan|71|1||
Shanxi|66|0||
Tianjin|56|0|待明确地区 : 治愈 1|
Gansu|51|0||
Guizhou|46|0||
Inner Mongolia|34|0||
Ningxia|31|0||
Jilin|31|0||
Xinjiang|24|0||
Hong Kong|15|0||
Qinghai|13|0||
Taiwan|10|0||
Macau|8|0||
Tibet|1|0||
CHINA TOTAL|17239|361||
# update: 2020-02-03 15:08:53 CST
# place|confirmed_cases|deaths|notes|sources
Hubei|11177|350|待明确地区：治愈 1|
Zhejiang|724|0||
Guangdong|683|0||
Henan|566|2|待明确地区：治愈 6|
Hunan|521|0||
Anhui|408|0||
Jiangxi|391|0||
Chongqing|300|2||
Jiangsu|271|0||
Sichuan|254|1|待明确地区：治愈 1|
Shandong|246|0||
Shanghai|203|1|治愈数据统一归属上海市公卫临床中心，暂无具体分区|
Beijing|191|1|待明确地区：死亡 1，治愈 5|
Fujian|179|0||
Shaanxi|128|0||
Guangxi|127|0||
Heilongjiang|121|2||
Hebei|113|1||
Yunnan|109|0||
Liaoning|73|0||
Hainan|71|1||
Shanxi|66|0||
Tianjin|56|0|待明确地区 : 治愈 1|
Gansu|51|0||
Guizhou|46|0||
Inner Mongolia|34|0||
Ningxia|31|0||
Jilin|31|0||
Xinjiang|24|0||
Hong Kong|15|0||
Qinghai|13|0||
Taiwan|10|0||
Macau|8|0||
Tibet|1|0||
CHINA TOTAL|17242|361||
# update: 2020-02-03 15:26:55 CST
# place|confirmed_cases|deaths|notes|sources
Hubei|11177|350|待明确地区：治愈 1|
Zhejiang|724|0||
Guangdong|683|0||
Henan|566|2|待明确地区：治愈 6|
Hunan|521|0||
Anhui|408|0||
Jiangxi|391|0||
Chongqing|300|2||
Jiangsu|271|0||
Shandong|259|0||
Sichuan|254|1|待明确地区：治愈 1|
Shanghai|203|1|治愈数据统一归属上海市公卫临床中心，暂无具体分区|
Beijing|191|1|待明确地区：死亡 1，治愈 5|
Fujian|179|0||
Shaanxi|128|0||
Guangxi|127|0||
Heilongjiang|121|2||
Hebei|113|1||
Yunnan|109|0||
Liaoning|73|0||
Hainan|71|1||
Shanxi|66|0||
Tianjin|56|0|待明确地区 : 治愈 1|
Gansu|51|0||
Guizhou|46|0||
Inner Mongolia|34|0||
Ningxia|31|0||
Jilin|31|0||
Xinjiang|24|0||
Hong Kong|15|0||
Qinghai|13|0||
Taiwan|10|0||
Macau|8|0||
Tibet|1|0||
CHINA TOTAL|17255|361||
# update: 2020-02-03 15:59:45 CST
# place|confirmed_cases|deaths|notes|sources
Hubei|11177|350||
Zhejiang|724|0||
Guangdong|683|0||
Henan|566|2|待明确地区：治愈 6|
Hunan|521|0||
Anhui|408|0||
Jiangxi|391|0||
Chongqing|300|2||
Jiangsu|271|0||
Shandong|259|0||
Sichuan|254|1|待明确地区：治愈 1|
Shanghai|203|1|治愈数据统一归属上海市公卫临床中心，暂无具体分区|
Beijing|191|1|待明确地区：死亡 1，治愈 5|
Fujian|179|0||
Shaanxi|128|0||
Guangxi|127|0||
Heilongjiang|121|2||
Hebei|113|1||
Yunnan|109|0||
Liaoning|73|0||
Hainan|71|1||
Shanxi|66|0||
Tianjin|56|0|待明确地区 : 治愈 1|
Gansu|51|0||
Guizhou|46|0||
Inner Mongolia|34|0||
Ningxia|31|0||
Jilin|31|0||
Xinjiang|24|0||
Hong Kong|15|0||
Qinghai|13|0||
Taiwan|10|0||
Macau|8|0||
Tibet|1|0||
CHINA TOTAL|17255|361||
# update: 2020-02-03 16:31:29 CST
# place|confirmed_cases|deaths|notes|sources
Hubei|11177|350||
Zhejiang|724|0||
Guangdong|683|0||
Henan|566|2|待明确地区：治愈 6|
Hunan|521|0||
Anhui|408|0||
Jiangxi|391|0||
Chongqing|312|2||
Jiangsu|271|0||
Shandong|259|0||
Sichuan|254|1|待明确地区：治愈 1|
Shanghai|203|1|治愈数据统一归属上海市公卫临床中心，暂无具体分区|
Beijing|191|1|待明确地区：死亡 1，治愈 5|
Fujian|179|0||
Shaanxi|128|0||
Guangxi|127|0||
Heilongjiang|121|2||
Hebei|113|1||
Yunnan|109|0||
Liaoning|73|0||
Hainan|71|1||
Shanxi|66|0||
Tianjin|56|0|待明确地区 : 治愈 1|
Gansu|51|0||
Guizhou|46|0||
Inner Mongolia|34|0||
Ningxia|31|0||
Jilin|31|0||
Xinjiang|24|0||
Hong Kong|15|0||
Qinghai|13|0||
Taiwan|10|0||
Macau|8|0||
Tibet|1|0||
CHINA TOTAL|17267|361||
# update: 2020-02-03 16:46:27 CST
# place|confirmed_cases|deaths|notes|sources
Hubei|11177|350||
Guangdong|725|0||
Zhejiang|724|0||
Henan|566|2|待明确地区：治愈 6|
Hunan|521|0||
Anhui|408|0||
Jiangxi|391|0||
Chongqing|312|2||
Jiangsu|271|0||
Shandong|259|0||
Sichuan|254|1|待明确地区：治愈 1|
Shanghai|203|1|治愈数据统一归属上海市公卫临床中心，暂无具体分区|
Beijing|191|1|待明确地区：死亡 1，治愈 5|
Fujian|179|0||
Shaanxi|128|0||
Guangxi|127|0||
Heilongjiang|121|2||
Hebei|113|1||
Yunnan|109|0||
Liaoning|73|0||
Hainan|71|1||
Shanxi|66|0||
Tianjin|56|0|待明确地区 : 治愈 1|
Gansu|51|0||
Guizhou|46|0||
Inner Mongolia|34|0||
Ningxia|31|0||
Jilin|31|0||
Xinjiang|24|0||
Hong Kong|15|0||
Qinghai|13|0||
Taiwan|10|0||
Macau|8|0||
Tibet|1|0||
CHINA TOTAL|17309|361||
# update: 2020-02-03 17:20:41 CST
# place|confirmed_cases|deaths|notes|sources
Hubei|11177|350||
Guangdong|725|0||
Zhejiang|724|0||
Henan|566|2|待明确地区：治愈 6|
Hunan|521|0||
Anhui|408|0||
Jiangxi|391|0||
Chongqing|312|2||
Jiangsu|271|0||
Shandong|259|0||
Sichuan|254|1|待明确地区：治愈 1|
Beijing|212|1|待明确地区：死亡 1，治愈 5|
Shanghai|203|1|治愈数据统一归属上海市公卫临床中心，暂无具体分区|
Fujian|179|0||
Shaanxi|128|0||
Guangxi|127|0||
Heilongjiang|121|2||
Hebei|113|1||
Yunnan|109|0||
Liaoning|73|0||
Hainan|71|1||
Shanxi|66|0||
Tianjin|56|0|待明确地区 : 治愈 1|
Gansu|51|0||
Guizhou|46|0||
Inner Mongolia|34|0||
Ningxia|31|0||
Jilin|31|0||
Xinjiang|24|0||
Hong Kong|15|0||
Qinghai|13|0||
Taiwan|10|0||
Macau|8|0||
Tibet|1|0||
CHINA TOTAL|17330|361||
# update: 2020-02-03 17:34:51 CST
# place|confirmed_cases|deaths|notes|sources
Hubei|11177|350||
Guangdong|725|0||
Zhejiang|724|0||
Henan|566|2|待明确地区：治愈 6|
Hunan|521|0||
Anhui|408|0||
Jiangxi|391|0||
Chongqing|312|2||
Jiangsu|271|0||
Shandong|259|0||
Sichuan|254|1|待明确地区：治愈 1|
Beijing|212|1|待明确地区：死亡 1，治愈 5|
Shanghai|203|1|治愈数据统一归属上海市公卫临床中心，暂无具体分区|
Fujian|179|0||
Shaanxi|128|0||
Guangxi|127|0||
Heilongjiang|121|2||
Yunnan|114|0||
Hebei|113|1||
Liaoning|73|0||
Hainan|71|1||
Shanxi|66|0||
Tianjin|56|0|待明确地区 : 治愈 1|
Gansu|51|0||
Guizhou|46|0||
Inner Mongolia|34|0||
Ningxia|31|0||
Jilin|31|0||
Xinjiang|24|0||
Hong Kong|15|0||
Qinghai|13|0||
Taiwan|10|0||
Macau|8|0||
Tibet|1|0||
CHINA TOTAL|17335|361||
# update: 2020-02-03 17:43:29 CST
# place|confirmed_cases|deaths|notes|sources
Hubei|11177|350||
Guangdong|725|0||
Zhejiang|724|0||
Henan|566|2|待明确地区：治愈 6|
Hunan|521|0||
Anhui|408|0||
Jiangxi|391|0||
Chongqing|312|2||
Jiangsu|271|0||
Shandong|259|0||
Sichuan|254|1|待明确地区：治愈 1|
Beijing|212|1|待明确地区：死亡 1，治愈 8|
Shanghai|203|1|治愈数据统一归属上海市公卫临床中心，暂无具体分区|
Fujian|179|0||
Shaanxi|128|0||
Guangxi|127|0||
Heilongjiang|121|2||
Yunnan|114|0||
Hebei|113|1||
Liaoning|73|0||
Hainan|71|1||
Shanxi|66|0||
Tianjin|56|0|待明确地区 : 治愈 1|
Gansu|51|0||
Guizhou|46|0||
Inner Mongolia|34|0||
Ningxia|31|0||
Jilin|31|0||
Xinjiang|24|0||
Hong Kong|15|0||
Qinghai|13|0||
Taiwan|10|0||
Macau|8|0||
Tibet|1|0||
CHINA TOTAL|17335|361||
# update: 2020-02-03 20:13:51 CST
# place|confirmed_cases|deaths|notes|sources
Hubei|11177|350||
Guangdong|725|0||
Zhejiang|724|0||
Henan|566|2|待明确地区：治愈 6；参考卫健委统计口径，部分县区与地级市合并|
Hunan|521|0||
Anhui|408|0||
Jiangxi|391|0||
Chongqing|312|2||
Jiangsu|271|0||
Shandong|259|0||
Sichuan|254|1|待明确地区：治愈 1|
Beijing|212|1|待明确地区：死亡 1，治愈 8|
Shanghai|203|1|治愈数据统一归属上海市公卫临床中心，暂无具体分区|
Fujian|179|0||
Shaanxi|128|0||
Guangxi|127|0||
Heilongjiang|121|2||
Yunnan|114|0||
Hebei|113|1||
Liaoning|73|0||
Hainan|71|1||
Shanxi|66|0||
Tianjin|56|0|待明确地区 : 治愈 1|
Gansu|51|0||
Guizhou|46|0||
Inner Mongolia|34|0||
Ningxia|31|0||
Jilin|31|0||
Xinjiang|24|0||
Hong Kong|15|0||
Qinghai|13|0||
Taiwan|10|0||
Macau|8|0||
Tibet|1|0||
CHINA TOTAL|17335|361||
# update: 2020-02-03 20:58:20 CST
# place|confirmed_cases|deaths|notes|sources
Hubei|11177|350||
Guangdong|725|0||
Zhejiang|724|0||
Henan|566|2|待明确地区：治愈 2；参考卫健委统计口径，部分县区与地级市合并|
Hunan|521|0||
Anhui|408|0||
Jiangxi|391|0||
Chongqing|312|2||
Jiangsu|271|0||
Shandong|259|0||
Sichuan|254|1|待明确地区：治愈 1|
Beijing|212|1|待明确地区：死亡 1，治愈 8|
Shanghai|203|1|治愈数据统一归属上海市公卫临床中心，暂无具体分区|
Fujian|179|0||
Shaanxi|128|0||
Guangxi|127|0||
Heilongjiang|121|2||
Yunnan|114|0||
Hebei|113|1||
Liaoning|73|0||
Hainan|71|1||
Shanxi|66|0||
Tianjin|56|0|待明确地区 : 治愈 1|
Gansu|51|0||
Guizhou|46|0||
Inner Mongolia|34|0||
Ningxia|31|0||
Jilin|31|0||
Xinjiang|24|0||
Hong Kong|15|0||
Qinghai|13|0||
Taiwan|10|0||
Macau|8|0||
Tibet|1|0||
CHINA TOTAL|17335|361||
# update: 2020-02-03 21:50:27 CST
# place|confirmed_cases|deaths|notes|sources
Hubei|11177|350||
Guangdong|725|0||
Zhejiang|724|0||
Henan|566|2|待明确地区：治愈 2；参考卫健委统计口径，部分县区与地级市合并|
Hunan|521|0||
Anhui|408|0||
Jiangxi|391|0||
Chongqing|312|2||
Jiangsu|271|0||
Shandong|259|0||
Sichuan|254|1|待明确地区：治愈 1|
Beijing|212|1|待明确地区：死亡 1，治愈 8|
Shanghai|203|1|治愈数据统一归属上海市公卫临床中心，暂无具体分区|
Fujian|179|0||
Shaanxi|128|0||
Guangxi|127|0||
Heilongjiang|121|2||
Yunnan|114|0||
Hebei|113|1||
Liaoning|73|0||
Hainan|71|1||
Shanxi|66|0||
Tianjin|60|0|待明确地区 : 治愈 1|
Gansu|51|0||
Guizhou|46|0||
Inner Mongolia|34|0||
Ningxia|31|0||
Jilin|31|0||
Xinjiang|24|0||
Hong Kong|15|0||
Qinghai|13|0||
Taiwan|10|0||
Macau|8|0||
Tibet|1|0||
CHINA TOTAL|17339|361||
# update: 2020-02-03 22:12:32 CST
# place|confirmed_cases|deaths|notes|sources
Hubei|11177|350||
Guangdong|725|0||
Zhejiang|724|0||
Henan|566|2|待明确地区：治愈 2；参考卫健委统计口径，部分县区与地级市合并|
Hunan|521|0||
Anhui|408|0||
Jiangxi|391|0||
Chongqing|312|2||
Jiangsu|271|0||
Shandong|259|0||
Sichuan|254|1|待明确地区：治愈 1|
Beijing|212|1|待明确地区：死亡 1，治愈 8|
Shanghai|203|1|治愈数据统一归属上海市公卫临床中心，暂无具体分区|
Fujian|179|0||
Shaanxi|128|0||
Guangxi|127|0||
Heilongjiang|121|2||
Yunnan|114|0||
Hebei|113|1||
Liaoning|74|0||
Hainan|72|1||
Shanxi|66|0||
Tianjin|60|0|待明确地区 : 治愈 1|
Gansu|51|0||
Guizhou|46|0||
Inner Mongolia|34|0||
Ningxia|31|0||
Jilin|31|0||
Xinjiang|24|0||
Hong Kong|15|0||
Qinghai|13|0||
Taiwan|10|0||
Macau|8|0||
Tibet|1|0||
CHINA TOTAL|17341|361||
# update: 2020-02-04 07:04:15 CST
# place|confirmed_cases|deaths|notes|sources
Hubei|13522|414|待明确地区，治愈 96|
Guangdong|725|0||
Zhejiang|724|0||
Henan|566|2|待明确地区：治愈 2；参考卫健委统计口径，部分县区与地级市合并|
Hunan|521|0||
Anhui|408|0||
Jiangxi|391|0||
Chongqing|312|2||
Jiangsu|271|0||
Shandong|259|0||
Sichuan|254|1|待明确地区：治愈 1|
Beijing|212|1|待明确地区：死亡 1，治愈 8|
Shanghai|203|1|治愈数据统一归属上海市公卫临床中心，暂无具体分区|
Fujian|179|0||
Shaanxi|128|0||
Guangxi|127|0||
Heilongjiang|121|2||
Yunnan|114|0||
Hebei|113|1||
Liaoning|74|0||
Hainan|72|1||
Shanxi|66|0||
Tianjin|60|0|待明确地区 : 治愈 1|
Gansu|55|0||
Guizhou|46|0||
Inner Mongolia|34|0||
Ningxia|31|0||
Jilin|31|0||
Xinjiang|24|0||
Hong Kong|15|0||
Qinghai|13|0||
Taiwan|10|0||
Macau|8|0||
Tibet|1|0||
CHINA TOTAL|19690|425||
# update: 2020-02-04 07:14:02 CST
# place|confirmed_cases|deaths|notes|sources
Hubei|13522|414|待明确地区，治愈 96|
Guangdong|725|0||
Zhejiang|724|0||
Henan|566|2|待明确地区：治愈 2；参考卫健委统计口径，部分县区与地级市合并|
Hunan|521|0||
Anhui|408|0||
Jiangxi|391|0||
Chongqing|312|2||
Jiangsu|271|0||
Shandong|259|0||
Sichuan|254|1|待明确地区：治愈 1|
Beijing|212|1|待明确地区：死亡 1，治愈 8|
Shanghai|203|1|治愈数据统一归属上海市公卫临床中心，暂无具体分区|
Fujian|179|0||
Shaanxi|128|0||
Guangxi|127|0||
Heilongjiang|121|2||
Yunnan|114|0||
Hebei|113|1||
Liaoning|74|0||
Shanxi|74|0||
Hainan|72|1||
Tianjin|60|0|待明确地区 : 治愈 1|
Gansu|55|0||
Guizhou|46|0||
Inner Mongolia|34|0||
Ningxia|31|0||
Jilin|31|0||
Xinjiang|24|0||
Hong Kong|15|0||
Qinghai|13|0||
Taiwan|10|0||
Macau|8|0||
